주소,"강서지구 3,37.5901984197481, 126.81362533492893","중랑천 2,37.6030830331226, 127.072105737988","안양천  3,37.513562487735406, 126.87461172643478","탄천 2,37.49508293706438, 127.10150560559426","원천리천 3,37.26481224039535, 127.04976224622416","서호 3,37.280408134249136, 126.98755251443214","안성천 1,36.99139105195746, 127.20539544460591","경안천 2,37.309938272435886, 127.23553552424399","상패천 2,37.91927602221171, 127.05389142205611","왕송호수 3,37.30748917786908, 126.94731063485848","황구지천 2,37.20796105720859, 127.02548060229643","문산천 2,37.854639694880476, 126.75854096959318","포천천 2,37.89531095584674, 127.20096778249416","진위천 2,37.09793604326866, 127.08393302456683","남한강 2,37.460459499061464, 127.49638603216884","청미천 1,37.12186508716677, 127.39487102679448","시화호 1,37.30574012802834, 126.67318900588819","한강하구 1,37.63900600625263, 126.7392737093319","남양호 2,37.014705010495824, 126.80548911195082","화성호 2,37.11569165016753, 126.68399070425345","임진강 2,37.78837469359229, 126.66443256564555","팔당호 2,37.517786765600256, 127.30085067928745","공릉천 1,37.71153311751638, 126.84431089180522","천수만 1,36.606686550264854, 126.42022590245743","송정저수지 2,36.776518685002266, 127.37727865534171","도당천 2,36.80714447844311, 126.52479040293552","논산천 2,36.18278993438778, 127.13602531594704","풍세천 1,36.73350817705159, 127.1244086501327","곡교천 1,36.71877449174619, 127.15174380564193","금강호 2,36.003067864761206, 126.7392621031086","병천천 2,36.725838913572076, 127.33975466921613","간월호 2,36.64982878482214, 126.45513048255029","봉강천 1,36.764423602867765, 127.09015473839389","삽교호 2,36.871878675924705, 126.8408688154442","해미천 2,36.702223625170994, 126.56263020795463","봉선저수지 2,36.122350318713586, 126.77672013431376","아산호 2,36.90267012782007, 126.90366071698058","잠홍지 2,36.86183091315654, 126.49751943843305","석문간척지 2,36.98373310641944, 126.54384726738202","대호 2,37.018417616519976, 126.48222083422783","무한천 2,36.71991194571029, 126.82242403818584","부남호 2,36.67319913351787, 126.35083023955421","조류지 2,35.7835057158404, 126.63542818010029","금강하구둑 1,36.019581075069965, 126.74774856012905","만경강 1,35.892198153374686, 126.99399821147692","동림저수지 1,35.549802869235755, 126.71940396468966","동진강 1,35.68373784028254, 126.86079504883465","원평천 3,35.74647979945319, 126.93850431156142","전주천 2,35.802060277740146, 127.1716072485318","산수저수지 2,36.6994319040145, 126.56852268525259","함평대동저수지 2,35.13211104219479, 126.50607906456341","사내간척지 2,34.46251975253601, 126.7333378843619","만덕간척지 2,34.56578321910065, 126.7615639132014","고막원천 2,35.06842526203833, 126.59162469994376","주암댐 2,35.06371924138319, 127.23767782670512","영산강 2,34.76893810284395, 126.35098968807019","영암호 1,34.69724570173779, 126.47537026437189","고천암 2,34.52161252340564, 126.47457655553478","순천만 1,34.88677475630541, 127.50729078209247","금호호 1,34.62057239836871, 126.39840653700985","강진만 2,34.490791668173664, 126.77354817448324","지석천 2,35.00917066621701, 126.9113644244127","우습제 2,34.94017348080215, 126.57951161334536","담양습지 3,35.24009556727233, 126.88387920926465","황룡강 2,35.32701483996603, 126.79783650573678","한탄강 2,38.20119540754313, 127.27737191150247","토교저수지 2,38.28934502892065, 127.28936308358267","섬강 1,37.500690845580344, 127.99213918049267","철원평야 2,38.29310283134329, 127.21422992889252","남대천 3,37.75220997167653, 128.90134105532326","소양강 하류 2,37.89698617983393, 127.7454239624107","원주천 2,37.382704055767405, 127.94147033377192","남대천 3,38.107964222902496, 128.64361106592784","보강천 2,36.786518139596225, 127.57854158748","백곡지 2,36.86662724997134, 127.39976155953663","미호천 1,36.5162887821276, 127.31976281396229","무심천 2,36.58091002074261, 127.50346917018088","충주호 3,36.96033958118106, 128.0662729272722","안심습지 3,35.86502982622569, 128.74718716576282","형산강 1,35.92345596127968, 129.23887659738637","김천 2,36.09212308013244, 128.12331495113736","구미 3,36.18780476544952, 128.3702147007899","낙동강 2,35.83992615966229, 128.46110345037778","금호강 1,35.8174026069283, 128.48104618415317","낙동강하구 2,35.104959005687974, 128.9459320237596","태화강 3,35.53764149997886, 129.36999476035592","장척저수지 3,35.43456283906837, 128.49224351135572","양산천 2,35.32377076603513, 129.02006984526182","양산발생지 3,35.470702520283716, 129.26921645925657","낙동강 2,35.349387768425835, 128.9331287407582","주남저수지 3,35.3148538085958, 128.67272531322178","창녕우포 3,35.551935684595, 128.4139408551069","사천만 3,35.03397029572857, 128.0309809363544","목포늪 3,35.56254130753707, 128.40618339231","사지포 3,35.561613790429384, 128.4333952070682","산남저수지 3,35.35126887288887, 128.17443850327453","동판저수지 2,35.30133784622012, 128.68634622602417","화포천 2,35.31163742899077, 128.7875952437551","낙동강 3,35.27987524642292, 129.009763931276","하도리 2,33.51695001412742, 126.8838772052322","용수저수지 2,33.31741751732376, 126.18752882294538","오조리 3,33.463866194337236, 126.91796178149626","종달리 3,33.49242412098807, 126.89071411147393"
경기도 여주시,79.61,60.3,71.47,52.13,52.1,57.5,51.27,35.54,86.06,61.02,55.06,99.1,76.7,53.82,21.9,29.07,85.26,87.82,80.16,86.82,101.6,38.44,83.67,132.69,62.44,112.81,131.83,77.57,77.53,164.8,68.92,127.37,76.69,85.07,116.18,151.59,78.53,112.14,103.02,106.97,96.8,133.73,190.73,162.82,166.56,211.05,192.48,183.5,171.5,115.93,261.37,325.67,313.9,265.11,251.05,304.1,307.52,326.02,268.41,317.93,321.73,262.75,278.89,238.62,231.74,105.26,114.35,38.6,116.69,122.38,67.25,28.5,126.28,57.15,52.42,91.42,80.65,53.48,187.68,209.31,140.96,139.7,178.08,181.1,270.69,249.74,220.93,252.11,250.28,245.85,239.28,206.25,254.26,204.91,205.84,221.79,241.14,243.78,255.94,425.97,461.77,431.33,428.57
경기도 연천군,60.81,54.89,67.19,66.94,92.53,91.1,123.45,88.62,19.82,88.47,98.92,38.64,24.98,111.06,79.87,112.01,94.78,58.8,122.64,114.39,49.7,67.37,47.36,175.5,149.21,151.39,212.89,151.65,153.37,234.7,154.22,169.95,148.15,137.75,161.53,221.13,133.63,146.46,132.32,130.79,154.71,170.72,260.17,232.78,245.24,284.97,268.99,261.62,255.3,161.68,333.53,405.26,393.63,339.48,337.57,375.65,381.79,401.15,359.02,391.24,401.87,343.63,353.77,318.1,308.97,21.19,28.47,104.35,25.01,164.73,62.83,110.05,137.28,152.33,139.76,177.07,172.76,153.66,289.21,308.72,241.52,241.32,279.53,282.57,372.23,350.28,321.81,353.73,351.34,347.48,340.54,307.04,351.1,305.68,306.72,320.62,342.42,345.27,357.58,509.54,537.43,515.35,512.25
경기도 가평군,66.84,46.1,66.13,51.86,74.92,76.63,97.2,62.82,41.17,76.49,81.42,66.0,28.0,89.8,41.28,79.55,94.08,71.04,110.07,107.9,74.4,39.42,59.97,166.89,117.89,143.38,186.3,126.76,127.72,214.53,123.86,161.17,124.32,121.98,150.96,200.89,116.34,140.1,127.13,128.08,137.75,164.64,240.65,212.55,220.46,263.31,245.71,237.35,227.66,150.93,313.27,381.04,369.28,318.02,308.72,356.01,360.63,379.58,327.44,370.68,377.3,318.36,332.1,293.52,285.64,45.86,54.44,56.19,57.47,122.62,21.95,62.75,104.06,116.36,107.73,147.21,139.06,108.64,244.82,262.05,200.95,198.1,237.09,240.07,329.25,304.25,280.58,309.74,305.85,303.85,298.49,265.99,314.55,264.66,265.5,282.1,300.32,302.54,313.77,483.07,515.97,488.59,485.71
경기도 양평군,60.42,38.66,54.13,34.06,46.19,50.04,60.99,30.08,60.95,51.94,51.62,75.8,51.47,56.51,3.57,41.94,74.86,67.96,80.37,82.47,79.63,16.72,61.71,136.6,80.13,114.36,148.88,90.26,90.97,178.46,86.17,130.98,88.22,89.63,120.16,164.9,83.46,112.25,100.85,103.38,104.14,135.84,204.6,176.47,183.23,226.59,208.69,200.16,189.99,120.03,276.73,343.61,331.84,281.18,270.92,319.5,323.77,342.6,289.67,333.93,339.82,280.85,295.19,256.14,248.5,81.01,90.37,44.52,92.27,127.83,50.44,41.87,122.52,78.84,69.95,109.49,101.3,78.21,212.92,234.05,165.61,164.9,203.17,206.2,295.83,274.79,245.76,277.34,275.45,271.06,264.28,231.04,277.6,229.69,230.66,245.82,266.14,268.89,281.16,445.35,478.88,450.84,447.98
강원도 춘천시,86.84,65.61,85.65,70.03,91.07,93.52,109.26,77.04,59.47,93.95,97.29,85.33,46.45,104.11,51.12,89.48,112.99,91.17,126.28,125.55,94.15,55.32,80.08,183.11,126.75,160.06,196.09,138.42,139.03,226.66,133.04,177.42,136.48,137.01,166.9,213.12,131.04,157.2,144.68,146.08,152.06,181.49,252.79,224.67,230.67,274.46,256.33,247.62,236.49,166.82,324.68,390.54,378.77,328.92,316.39,367.46,371.48,390.19,333.58,381.73,386.66,327.66,342.86,303.26,295.96,53.25,59.54,48.21,64.29,103.89,2.2,58.49,83.93,122.48,116.55,156.08,145.99,106.63,241.77,255.72,202.0,196.7,236.13,239.03,327.29,298.8,280.44,306.81,301.15,301.32,297.53,266.1,317.76,264.79,265.45,284.12,299.32,300.93,311.02,491.27,526.28,496.64,493.87
강원도 원주시,101.46,80.24,94.25,74.25,77.45,82.75,74.38,60.63,99.66,86.09,80.54,117.11,88.27,78.86,39.66,52.56,110.32,109.27,105.24,112.29,121.27,58.05,103.36,156.33,79.23,137.34,146.63,97.82,97.25,182.38,85.74,151.17,97.73,109.06,139.95,169.65,102.51,137.0,128.29,132.37,119.5,157.95,207.85,180.44,181.19,226.4,207.3,197.92,183.84,139.66,276.54,337.58,325.86,279.52,260.66,319.01,321.52,339.56,275.55,332.16,333.45,274.77,292.97,251.52,245.6,110.95,118.98,18.73,122.56,97.79,63.56,4.88,106.29,68.83,70.19,106.22,92.4,44.41,180.1,196.82,140.19,134.49,173.9,176.81,265.25,238.93,218.23,245.13,240.6,239.46,235.31,203.92,256.87,202.62,203.26,222.56,237.1,238.8,249.25,435.59,474.31,440.71,438.12
강원도 강릉시,182.39,159.6,178.21,158.86,169.94,174.6,170.13,152.77,161.07,177.1,174.13,186.36,147.97,174.15,125.77,148.35,200.47,188.4,200.46,206.06,194.41,141.11,178.71,252.08,171.33,233.04,233.11,192.0,191.04,271.91,177.52,246.95,192.45,204.86,235.74,260.08,198.31,232.47,223.09,226.67,214.98,253.74,296.2,270.05,266.13,311.4,291.8,282.0,264.68,235.44,360.26,413.31,401.92,361.68,332.94,401.56,402.15,418.93,341.38,413.11,408.83,352.05,374.22,331.23,327.37,148.73,151.26,82.7,157.49,2.24,100.58,92.03,44.5,157.18,163.52,194.71,178.18,113.46,210.15,205.89,196.34,179.66,215.81,217.99,294.42,250.16,259.97,270.33,256.11,267.23,271.62,248.1,311.56,247.05,246.76,274.22,273.05,271.49,275.17,504.13,549.79,508.59,506.47
강원도 동해시,202.92,180.21,197.52,177.56,184.65,189.81,179.04,167.63,186.45,192.89,187.92,210.5,173.28,185.72,142.92,158.5,216.95,209.66,212.02,219.66,217.64,159.93,201.0,259.91,174.99,242.92,230.74,197.12,195.72,270.89,180.67,255.13,198.32,214.04,244.03,260.0,207.61,243.21,235.31,239.6,222.02,262.73,293.89,269.13,262.05,306.58,286.98,277.09,258.29,243.67,354.05,402.24,391.12,354.53,321.19,394.24,393.72,409.67,326.84,404.76,397.64,342.39,366.41,323.09,320.4,177.93,181.27,99.01,187.31,31.48,127.33,104.72,76.91,158.94,168.57,194.82,177.33,112.0,187.43,178.4,182.1,162.73,196.19,198.07,269.49,222.14,238.98,244.88,228.82,242.43,248.89,228.11,293.49,227.17,226.61,255.88,250.18,247.82,249.8,489.19,537.7,493.35,491.43
강원도 태백시,197.69,175.98,190.64,170.61,171.8,177.4,159.1,155.78,189.89,181.16,173.72,210.92,177.14,168.75,135.77,141.09,205.33,205.34,194.1,204.09,216.28,154.05,198.62,236.43,149.25,222.15,197.78,172.19,170.35,238.53,154.18,232.15,174.18,193.18,221.4,228.6,187.08,223.46,217.56,222.64,198.5,240.51,260.24,236.88,227.31,270.93,251.47,241.59,221.9,220.97,317.19,362.59,351.61,317.07,281.42,356.56,355.4,370.87,286.0,366.45,357.94,303.57,328.53,285.18,283.22,189.46,194.71,95.49,200.07,65.81,136.39,95.54,109.19,131.87,144.64,164.83,146.94,84.67,146.02,139.8,141.89,121.65,154.53,156.4,229.0,184.1,197.34,204.66,190.01,201.85,207.54,186.44,251.91,185.49,184.93,214.3,208.87,206.75,209.53,448.09,497.47,452.17,450.31
강원도 속초시,170.44,149.3,169.33,152.94,171.37,174.69,182.19,155.46,138.39,175.81,177.0,165.28,126.63,181.2,127.08,160.2,196.2,174.34,205.76,207.2,175.19,136.82,162.82,261.64,191.8,239.74,259.41,208.85,208.67,295.04,198.35,256.08,208.06,214.19,245.11,282.14,207.81,237.65,225.96,228.03,227.45,261.21,320.63,293.08,293.87,339.17,319.98,310.53,295.67,244.95,389.23,448.4,436.77,391.97,369.82,431.58,433.73,451.5,381.7,444.46,444.14,385.92,405.26,363.33,357.89,114.86,114.1,94.57,120.68,57.4,81.74,108.03,11.92,181.51,182.39,219.06,204.8,146.17,260.8,260.34,238.82,225.4,263.48,265.91,346.39,304.8,308.43,322.88,310.19,319.22,321.69,295.67,356.37,294.53,294.51,319.73,323.22,322.44,327.62,543.74,585.33,548.56,546.18
강원도 삼척시,207.97,185.36,202.23,182.18,188.09,193.36,180.86,171.2,192.97,196.6,191.09,216.59,179.82,188.26,147.3,160.8,220.77,214.9,214.43,222.63,223.44,164.67,206.57,261.07,175.32,244.74,229.07,197.76,196.23,269.48,180.82,256.42,199.17,215.76,245.39,258.89,209.39,245.28,237.83,242.31,223.09,264.22,292.06,267.76,259.79,304.0,284.45,274.56,255.38,245.0,351.0,397.78,386.74,351.21,316.64,390.83,389.99,405.7,321.51,401.04,393.14,338.39,362.89,319.55,317.19,185.65,189.26,103.67,195.22,40.86,134.48,108.33,86.34,158.84,169.36,194.02,176.36,111.51,180.13,169.86,177.22,157.17,189.72,191.52,261.49,213.42,232.04,236.78,220.28,234.49,241.47,221.47,287.25,220.56,219.92,249.63,242.73,240.16,241.7,483.61,532.86,487.69,485.83
강원도 홍천군,95.39,72.63,91.62,72.89,88.26,92.02,99.03,71.92,77.37,93.66,93.61,100.84,64.3,97.43,43.44,77.42,115.71,101.36,122.16,124.5,108.11,55.48,91.88,177.87,111.93,156.09,181.19,126.73,126.86,214.34,118.44,172.31,125.51,130.43,161.34,201.09,124.07,154.19,142.92,145.41,143.95,177.54,240.3,212.36,215.93,260.57,241.91,232.85,220.2,161.17,310.89,374.35,362.6,314.51,298.57,353.59,356.86,375.25,314.37,367.32,370.34,311.44,328.22,287.6,281.0,77.54,84.21,23.68,88.78,89.29,25.53,35.28,80.47,104.92,101.98,140.66,128.73,83.43,217.61,230.97,179.69,173.21,212.72,215.59,303.38,274.12,257.31,282.62,276.56,277.25,274.02,243.11,296.41,241.82,242.39,262.1,275.79,277.16,286.87,473.6,510.74,478.83,476.17
강원도 횡성군,103.86,81.43,97.98,77.95,86.41,91.21,88.65,69.22,94.71,93.93,90.5,115.24,82.29,90.95,43.26,66.46,117.71,111.01,117.1,122.44,120.86,60.42,103.42,170.21,96.06,150.15,164.0,113.72,113.35,199.3,102.61,164.89,113.29,122.58,153.69,186.44,116.04,149.25,139.53,143.04,134.15,171.17,224.9,197.35,198.6,243.76,224.71,215.37,201.42,153.45,293.94,355.16,343.45,297.0,278.18,336.44,339.04,357.11,292.82,349.66,351.04,292.36,310.47,269.09,263.11,100.41,107.66,1.17,111.86,85.74,49.74,12.73,89.68,86.3,86.72,123.51,109.94,59.53,193.24,207.13,156.12,148.99,188.52,191.37,279.02,250.06,233.21,258.25,252.36,252.88,249.77,219.08,273.33,217.8,218.33,238.62,251.52,252.84,262.5,453.07,491.9,458.18,455.6
강원도 영월군,152.47,131.33,145.02,125.14,125.35,130.96,113.48,109.45,148.64,134.76,127.25,167.72,136.45,122.51,90.75,94.81,158.91,160.34,148.1,157.75,172.25,109.14,154.38,192.56,106.45,177.05,162.37,128.95,127.38,202.2,111.95,188.02,130.47,148.02,177.07,191.12,141.78,178.02,171.58,176.52,154.54,196.04,225.62,200.42,194.48,239.47,219.85,209.99,192.11,176.67,287.86,340.35,328.94,289.02,260.11,328.89,329.26,345.96,269.45,340.23,335.88,279.05,301.43,258.36,254.72,153.82,160.44,54.46,165.08,74.16,101.39,51.08,104.0,90.04,100.67,125.84,108.44,43.0,148.84,156.38,125.09,111.05,149.43,151.94,235.2,200.29,194.52,212.79,203.75,208.3,208.67,181.5,242.16,180.34,180.39,205.39,210.28,210.21,217.33,432.1,476.91,436.69,434.48
강원도 평창군,141.24,119.13,134.74,114.62,119.12,124.43,113.12,102.3,132.52,127.75,122.08,153.46,119.87,119.56,79.57,92.35,151.97,148.65,145.85,153.67,159.01,97.55,141.46,194.5,111.54,176.93,172.99,132.81,131.67,211.65,117.61,189.59,133.6,148.14,178.44,199.84,141.68,177.1,169.14,173.48,156.83,196.96,236.01,209.8,206.28,251.63,232.08,222.33,205.58,178.09,300.83,356.13,344.61,302.59,276.58,342.46,343.52,360.68,287.36,354.42,351.75,294.22,315.38,272.66,268.28,134.5,140.64,38.0,145.55,61.88,81.53,39.67,84.95,96.98,104.18,134.45,117.98,53.91,170.43,177.85,144.15,131.55,170.34,172.92,256.83,221.87,215.49,234.5,225.44,229.96,230.0,202.26,261.83,201.07,201.21,225.39,231.63,231.71,239.03,449.71,492.96,454.43,452.13
강원도 정선군,164.65,142.34,158.38,138.26,143.04,148.37,136.0,126.24,153.63,151.7,145.93,175.64,140.71,143.09,103.22,115.69,175.91,171.91,169.3,177.44,181.67,121.02,164.32,216.8,132.2,199.9,190.21,154.16,152.81,229.81,138.0,212.02,155.28,170.98,200.92,218.52,164.57,200.29,192.67,197.12,178.93,219.63,253.45,228.01,222.5,267.54,247.92,238.07,220.19,200.56,315.95,367.96,356.6,317.08,287.51,356.95,357.25,373.86,296.01,368.23,363.47,306.87,329.45,286.35,282.79,152.0,157.21,60.53,162.58,46.44,98.97,63.56,80.89,116.54,125.57,153.1,135.93,70.42,168.7,170.03,151.07,135.14,172.24,174.56,254.33,214.52,216.92,230.96,219.23,227.17,229.7,204.53,266.98,203.44,203.28,229.82,231.22,230.34,235.67,458.76,504.37,463.25,461.1
강원도 철원군,75.87,64.07,80.28,74.83,100.79,100.52,128.84,93.31,34.02,98.73,107.43,58.48,29.66,118.37,78.0,114.2,109.17,75.68,133.61,127.36,69.47,69.96,63.53,188.57,152.48,164.42,218.96,158.04,159.44,243.76,158.03,182.92,154.98,147.77,173.78,230.09,142.99,159.99,146.04,145.29,164.49,184.61,269.61,241.81,252.31,293.58,276.83,268.98,261.03,173.87,342.87,412.96,401.25,348.31,342.9,385.34,390.84,410.05,362.92,400.56,409.4,350.74,362.54,325.48,316.9,6.82,15.98,93.36,18.43,145.98,46.94,101.33,116.43,153.06,142.56,181.31,174.93,147.68,283.87,300.53,239.49,237.1,276.02,279.01,368.26,343.0,319.33,348.79,344.75,342.89,337.39,304.7,352.01,303.36,304.24,320.18,339.23,341.53,352.82,516.28,546.53,521.94,518.95
강원도 화천군,97.27,79.05,98.51,86.36,110.04,111.59,131.65,97.82,60.97,111.21,116.57,87.81,50.25,124.87,74.18,112.88,127.33,99.66,145.12,142.37,98.11,74.57,87.58,201.89,150.71,178.26,219.8,161.11,161.91,249.16,156.9,196.17,158.86,157.14,186.04,235.54,151.48,174.8,161.6,162.19,172.86,199.42,275.3,247.17,254.22,297.56,279.7,271.16,260.6,186.01,347.66,414.46,402.7,352.18,340.9,390.43,394.78,413.62,358.43,404.93,410.64,351.65,366.2,327.06,319.5,39.13,41.89,71.8,47.91,111.8,23.49,83.02,81.84,147.19,140.49,180.09,170.57,131.27,265.74,278.16,226.96,221.23,260.72,263.6,351.52,321.62,305.16,330.74,324.34,325.39,322.06,290.88,342.83,289.58,290.21,309.14,323.84,325.29,335.0,515.68,549.88,521.09,518.29
강원도 양구군,118.36,98.34,118.32,103.77,125.21,127.63,142.32,110.99,84.71,127.97,131.41,111.6,73.14,137.97,84.25,121.74,146.34,121.63,160.41,159.55,121.61,89.45,109.84,217.23,157.83,194.19,227.27,171.08,171.5,259.23,164.27,211.54,169.4,170.97,200.99,245.8,164.94,191.32,178.71,179.98,185.8,215.62,285.32,257.25,261.98,306.31,287.86,278.93,266.73,200.91,356.61,420.92,409.16,360.5,345.32,399.37,402.95,421.46,360.99,413.33,416.93,357.99,374.31,334.01,327.18,63.13,64.39,67.75,70.78,89.28,31.94,80.98,57.19,151.58,147.74,186.86,175.38,128.01,258.53,267.21,224.69,216.38,255.86,258.63,344.86,311.28,300.84,323.13,314.8,318.26,316.7,286.93,342.06,285.67,286.1,307.2,318.41,319.18,327.56,520.36,557.17,525.59,522.92
강원도 인제군,130.54,109.52,129.57,113.6,133.19,136.16,147.03,117.91,99.25,136.99,139.08,126.06,87.15,144.36,90.0,125.6,156.75,134.46,168.05,168.53,135.73,98.0,122.99,224.5,159.94,202.03,228.98,174.96,175.11,262.56,166.47,218.87,173.68,177.5,208.08,249.32,171.26,199.59,187.49,189.25,191.59,223.52,288.5,260.59,263.71,308.53,289.75,280.58,267.32,207.95,358.83,421.27,409.54,362.27,344.47,401.49,404.52,422.77,358.86,415.04,417.18,358.41,375.9,334.91,328.6,79.46,80.78,65.18,87.18,73.21,41.9,79.0,41.64,151.95,150.07,188.41,175.74,123.7,250.45,256.82,219.94,210.01,249.29,251.96,336.86,301.13,294.42,314.59,305.12,310.03,309.58,280.8,337.79,279.58,279.87,302.28,311.25,311.58,319.12,519.36,557.91,524.45,521.88
강원도 고성군,169.53,149.78,169.74,155.09,175.8,178.51,190.27,160.88,133.86,179.06,181.83,160.56,123.24,187.48,133.15,168.79,197.78,172.44,210.85,210.66,171.02,140.27,160.46,267.46,202.61,244.77,271.3,218.1,218.19,305.5,209.15,261.81,216.88,220.62,251.08,292.32,214.41,242.13,229.76,231.21,234.81,266.25,331.37,303.52,305.98,351.0,332.07,322.8,308.91,250.97,401.25,462.46,450.77,404.46,384.76,443.83,446.55,464.63,397.83,457.15,458.29,399.73,417.97,376.59,370.62,105.8,103.29,106.37,109.77,79.51,82.97,120.2,33.98,193.8,192.84,230.75,217.46,161.83,280.81,281.64,256.29,243.98,282.51,285.02,366.72,326.12,327.59,343.44,331.31,339.59,341.38,314.57,374.16,313.4,313.47,337.86,342.95,342.44,348.14,559.27,599.28,564.22,561.75
강원도 양양군,167.49,145.65,165.53,148.16,164.94,168.62,173.41,148.55,138.25,170.09,170.28,164.94,125.89,173.53,120.07,151.25,191.42,172.02,198.69,201.14,174.38,131.39,160.91,253.88,181.35,232.54,248.15,199.24,198.9,284.49,187.86,248.4,198.7,206.24,237.32,271.77,199.78,230.8,219.6,222.05,218.88,253.93,309.89,282.55,282.43,327.81,308.51,298.98,283.64,237.13,377.72,435.84,424.24,380.22,356.88,419.92,421.79,439.39,368.23,432.56,431.54,373.52,393.39,351.21,346.05,118.18,118.64,84.39,125.15,43.65,79.1,97.4,4.2,170.25,172.19,208.01,193.26,133.24,246.06,245.54,224.88,211.06,248.98,251.39,331.59,290.0,293.88,308.06,295.37,304.42,307.01,281.2,342.26,280.07,280.02,305.5,308.53,307.69,312.8,530.47,572.77,535.24,532.9
충청북도 충주시,118.83,101.66,109.7,92.02,83.43,89.19,64.0,70.72,128.75,93.6,83.43,140.88,119.19,75.67,64.58,49.32,116.42,127.3,99.54,111.09,142.41,80.57,124.74,140.72,54.32,126.27,114.25,76.85,75.25,152.72,59.92,136.32,78.5,97.36,125.5,140.96,91.38,127.79,122.76,128.24,102.71,144.58,177.13,150.86,147.92,193.35,173.88,164.23,148.46,125.07,242.93,301.07,289.41,245.16,223.07,284.93,286.62,304.22,237.01,297.41,296.83,238.53,258.24,216.03,210.94,146.19,154.86,56.96,157.76,120.79,101.98,43.57,139.37,38.37,48.78,75.53,59.13,12.92,145.17,166.97,101.5,97.73,136.67,139.64,228.89,207.07,180.38,209.81,207.59,203.71,198.08,165.9,217.83,164.58,165.33,183.7,199.91,202.13,213.72,397.72,437.98,402.75,400.23
충청북도 제천시,131.94,111.87,123.87,104.44,102.15,107.84,88.86,86.87,133.07,111.83,103.61,149.72,121.73,98.24,71.44,70.59,135.77,140.08,123.62,133.63,153.2,89.61,135.23,168.03,82.44,152.39,141.46,104.68,103.21,180.51,88.16,163.44,106.05,123.35,152.47,168.96,117.12,153.38,147.1,152.13,130.02,171.41,204.59,178.68,174.55,219.88,200.32,190.55,173.78,152.07,269.03,324.7,313.14,270.79,245.48,310.65,311.76,328.98,257.19,322.65,320.35,262.63,283.59,240.92,236.48,143.47,151.11,44.54,155.03,93.16,93.64,35.51,115.54,66.66,76.24,103.49,86.64,22.13,149.46,163.84,115.86,106.27,145.76,148.53,235.44,206.41,190.74,214.44,208.53,209.16,206.7,176.9,233.81,175.65,176.03,198.09,208.42,209.44,218.72,419.16,461.59,423.98,421.61
충청북도 청주시,121.2,113.03,111.14,100.84,79.45,83.76,46.28,77.56,147.1,88.22,75.17,149.49,141.62,62.15,90.96,53.96,103.4,129.2,73.58,88.85,146.85,98.75,131.88,95.46,17.92,87.86,60.09,34.05,31.25,97.81,16.22,92.24,38.05,63.12,82.88,86.09,59.62,91.64,92.3,98.87,60.06,101.58,122.42,95.95,94.5,139.8,120.6,111.21,97.69,82.34,189.86,251.85,240.1,192.81,177.01,232.29,234.88,253.04,195.23,245.48,247.85,188.94,206.3,165.18,158.94,174.32,183.97,105.35,185.13,175.71,141.33,91.59,192.25,17.89,26.16,20.62,6.97,62.38,142.13,176.05,83.49,93.67,124.76,127.81,215.55,208.95,161.8,201.19,206.36,193.78,182.04,147.01,185.41,145.64,147.12,156.26,183.98,188.56,204.18,351.88,388.27,357.25,354.48
충청북도 보은군,146.93,136.88,136.86,124.96,105.3,109.95,72.77,101.26,169.87,114.5,101.52,174.48,163.18,88.78,109.94,76.37,130.62,155.11,100.93,116.25,172.55,120.51,156.93,117.68,44.79,113.13,63.16,60.44,57.53,103.97,43.6,115.19,64.73,89.93,106.82,94.63,86.79,117.41,119.09,125.73,84.93,124.78,125.76,102.37,93.63,138.45,118.83,108.96,91.39,106.24,186.95,242.76,231.14,188.42,164.63,228.3,229.28,246.54,179.34,240.17,238.49,180.4,201.13,158.45,154.1,194.49,203.88,114.84,205.66,174.67,156.52,101.1,197.3,35.67,51.22,36.74,22.61,60.35,114.74,149.33,56.55,66.47,97.62,100.69,189.04,181.58,135.91,174.1,178.96,166.79,155.81,121.06,164.11,119.69,121.04,132.75,157.74,161.97,177.18,339.38,379.69,344.46,341.9
충청북도 옥천군,157.83,150.85,147.83,138.62,116.25,120.13,82.87,115.52,185.12,124.41,111.42,186.64,179.7,98.16,128.5,92.03,136.9,165.59,104.26,119.81,183.39,136.83,169.05,108.23,55.07,108.81,41.4,62.05,59.24,81.97,51.02,106.86,66.65,90.59,100.33,74.18,89.15,114.05,118.64,125.32,81.21,116.49,102.29,80.53,69.38,113.86,94.24,84.36,66.61,99.72,162.17,218.66,206.99,163.65,141.43,203.52,204.6,221.96,157.97,215.46,214.45,156.09,176.4,133.81,129.33,212.29,221.9,137.96,223.15,199.45,177.53,124.12,221.68,53.39,64.15,32.43,31.12,85.07,116.5,155.72,54.96,72.84,95.31,98.2,182.35,183.13,127.6,170.3,178.96,162.47,148.39,113.11,147.46,111.76,113.5,119.31,150.33,155.76,172.8,316.45,355.55,321.65,319.0
